"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word "
"experiment","number of experiment from publication "
"year","year the data point was obtained  "
"month","month the data point was obtained "
"day","day of the month the data point was obtained "
"participant","name of the participant "
"age_in_years","age presented in years – see metadata for source of age"
"sex","sex of the participant "
"species","species of individuals participating in the study -bonobo/chimpanzee/gorilla/orangutan "
"session","set of trials - mostly occurring on the same day - usually numerical "
"trial","presentation of the experiment to the participants - usually numerical "
"tooltype","which type of tool was presented to the participant "
"suitability","whether the tool presented was functional or non-functional"
"modify","whether the tool was modified by the participant"
"getsjuice","whether the participant got some of the juice"
"technic","strategy the participants used to solve the problem - dippilick = dip and lick/ strawlike = straw drinking/ no try"
"modifiable","whether the participant kept the tool from previous trial"
"success","whether the participants emptied the apparatus by using the cable as straw"
"modif_cab","whether the participant modified the cable or not "
"modif_lid","whether the participant modified the lid or not "
