"study_id","participant","age_in_years","sex","species","session","lotterie","exchange_1-yes_0-no","expected_value","outcomepreceedingtype","outcomecumulatedtype"
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,17,1,1.75,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,3,1,5.5,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,6,1,4,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,11,1,3,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,16,1,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,4,1,5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,1,1,8,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,7,1,3.75,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,9,1,3.25,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,5,1,4.5,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,12,1,2.75,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,15,1,2,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,10,1,3,-1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,18,0,0.5,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,8,1,3.5,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,13,0,2.5,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,14,0,2.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",1,2,1,6,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,11,1,3,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,16,0,2,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,9,0,3.25,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,14,0,2.25,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,6,1,4,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,3,1,5.5,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,4,1,5,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,8,1,3.5,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,17,0,1.75,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,2,1,6,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,7,1,3.75,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,12,1,2.75,0,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,15,1,2,0,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,10,1,3,-1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,18,0,0.5,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,5,1,4.5,0,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,1,1,8,1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",2,13,1,2.5,1,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,8,1,3.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,9,1,3.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,3,1,5.5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,12,1,2.75,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,6,1,4,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,11,0,3,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,17,0,1.75,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,14,0,2.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,4,0,5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,15,1,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,10,1,3,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,13,1,2.5,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,7,1,3.75,-1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,5,1,4.5,1,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,18,0,0.5,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,16,0,2,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,1,1,8,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",3,2,1,6,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,8,1,3.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,3,1,5.5,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,6,1,4,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,5,1,4.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,12,1,2.75,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,14,1,2.25,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,10,1,3,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,18,0,0.5,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,2,1,6,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,15,1,2,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,7,1,3.75,-1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,4,1,5,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,17,0,1.75,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,9,1,3.25,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,11,1,3,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,13,1,2.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,16,0,2,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",4,1,1,8,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,12,0,2.75,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,16,0,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,7,0,3.75,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,13,0,2.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,9,0,3.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,14,0,2.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,8,1,3.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,1,1,8,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,3,1,5.5,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,10,1,3,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,4,1,5,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,5,1,4.5,0,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,11,0,3,1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,15,0,2,0,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,6,1,4,0,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,2,1,6,0,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,17,1,1.75,1,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",5,18,0,0.5,-1,6
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,14,1,2.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,4,1,5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,13,1,2.5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,9,1,3.25,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,12,1,2.75,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,16,0,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,15,1,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,5,1,4.5,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,8,1,3.5,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,11,1,3,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,2,1,6,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,7,1,3.75,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,10,1,3,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,1,1,8,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,3,1,5.5,1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,17,1,1.75,1,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,18,1,0.5,1,6
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",6,6,1,4,-1,7
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,4,1,5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,16,0,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,5,1,4.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,10,1,3,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,14,1,2.25,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,17,1,1.75,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,15,1,2,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,18,0,0.5,-1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,1,1,8,0,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,8,1,3.5,1,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,6,1,4,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,11,1,3,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,12,1,2.75,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,7,1,3.75,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,9,1,3.25,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,13,0,2.5,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,3,1,5.5,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",7,2,1,6,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,18,0,0.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,2,1,6,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,9,1,3.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,7,1,3.75,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,15,1,2,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,6,1,4,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,12,1,2.75,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,16,0,2,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,3,1,5.5,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,11,1,3,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,14,1,2.25,0,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,10,1,3,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,8,1,3.5,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,4,1,5,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,17,1,1.75,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,5,1,4.5,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,13,1,2.5,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",8,1,1,8,-1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,3,1,5.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,4,1,5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,6,1,4,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,15,1,2,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,9,1,3.25,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,1,1,8,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,13,0,2.5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,12,0,2.75,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,17,1,1.75,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,11,1,3,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,14,1,2.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,10,1,3,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,7,1,3.75,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,5,1,4.5,0,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,16,0,2,-1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,18,0,0.5,0,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,8,1,3.5,0,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",9,2,1,6,0,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,4,1,5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,15,0,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,6,1,4,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,5,1,4.5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,12,1,2.75,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,16,0,2,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,11,1,3,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,8,1,3.5,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,10,1,3,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,17,1,1.75,1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,3,1,5.5,-1,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,7,1,3.75,1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,18,0,0.5,0,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,14,1,2.25,0,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,1,1,8,0,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,13,1,2.5,1,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,2,1,6,-1,6
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",10,9,1,3.25,1,5
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,6,1,4,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,13,1,2.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,1,1,8,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,10,1,3,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,3,1,5.5,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,2,1,6,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,7,1,3.75,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,4,1,5,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,5,1,4.5,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,15,1,2,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,14,1,2.25,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,9,1,3.25,0,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,12,1,2.75,-1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,8,1,3.5,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,18,1,0.5,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,17,1,1.75,-1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,11,1,3,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",11,16,0,2,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,5,1,4.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,17,1,1.75,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,12,1,2.75,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,9,1,3.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,7,1,3.75,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,18,0,0.5,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,4,0,5,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,3,1,5.5,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,6,0,4,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,14,1,2.25,0,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,1,1,8,0,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,15,0,2,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,10,1,3,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,16,0,2,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,13,1,2.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,2,1,6,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,8,1,3.5,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",12,11,1,3,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,15,1,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,7,1,3.75,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,17,1,1.75,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,14,1,2.25,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,18,0,0.5,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,10,1,3,0,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,9,0,3.25,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,1,1,8,0,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,13,1,2.5,1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,4,1,5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,8,1,3.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,12,1,2.75,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,11,1,3,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,5,1,4.5,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,6,1,4,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,3,1,5.5,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,16,0,2,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",13,2,1,6,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,5,1,4.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,4,1,5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,9,1,3.25,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,6,1,4,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,1,1,8,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,14,1,2.25,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,17,1,1.75,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,18,0,0.5,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,7,1,3.75,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,15,1,2,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,2,1,6,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,13,1,2.5,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,10,1,3,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,11,1,3,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,16,0,2,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,3,1,5.5,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,12,0,2.75,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",14,8,0,3.5,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,4,1,5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,18,0,0.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,15,1,2,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,7,1,3.75,-1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,10,1,3,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,11,1,3,-1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,16,0,2,0,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,5,1,4.5,0,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,6,1,4,1,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,12,1,2.75,0,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,14,1,2.25,0,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,1,1,8,-1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,17,1,1.75,1,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,9,1,3.25,-1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,2,1,6,1,-3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,3,1,5.5,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,8,1,3.5,-1,-1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",15,13,1,2.5,1,-2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,8,1,3.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,9,0,3.25,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,13,0,2.5,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,2,1,6,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,18,0,0.5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,15,1,2,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,1,1,8,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,7,1,3.75,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,3,1,5.5,-1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,5,1,4.5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,10,1,3,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,12,1,2.75,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,14,1,2.25,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,16,1,2,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,6,1,4,0,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,11,0,3,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,17,1,1.75,0,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",16,4,1,5,-1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,1,1,8,0,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,5,1,4.5,1,0
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,10,1,3,1,1
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,12,1,2.75,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,4,1,5,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,9,1,3.25,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,11,1,3,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,14,1,2.25,0,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,7,1,3.75,0,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,17,1,1.75,-1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,13,1,2.5,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,18,0,0.5,-1,4
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,15,1,2,0,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,6,1,4,-1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,2,1,6,1,2
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,3,1,5.5,1,3
"broihanne2019monkeys","raimbaud",7,"m","tonkean_macaque",17,8,1,3.5,-1,4
