"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word "
"experiment","number of experiment from publication "
"experiment_name","name of data subset – can include different experiments within data set/ different training conditions/ pre-test data/ etc "
"year","year the data point was obtained  "
"month","month the data point was obtained "
"day","day of the month the data point was obtained "
"participant","name of the participant "
"age_in_years","age presented in years – see metadata for source of age"
"sex","sex of the participant "
"species","species of individuals participating in the study -bonobo/chimpanzee/gorilla/orangutan "
"condition"," initial_choice - first choice between banana and pellet to assess participant preference/ choice_trial- participant preference trials/ trading_controls- to assess if participants would be willing to trade food items for their endowment/ identical_trial b(banana) or p (pellet) - participants were asked to trade one piece of food for an identical piece / endowment_trial - test: participants were endowed with banana or pellet and offered to exchange for the opposite type of food"
"food","type of food presented to the participants either in one of the two locations (choice) or to trade (trading-control trials)"
"location","location of the food indicated in the food column"
"choice","participant choice"
"trade","whether there was a trade or not in the trading-control/ the identical or the endowment trials"
"tested_fully","whether the participant complete all trial steps"
"give_empty_tubes_back","whether the participant gave the empty tube back after retrieving the food"
"comments","author provided notes"
