"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word"
"experiment","number of experiment from publication"
"participant","name of the participant"
"age_in_years","age presented in years – see metadata for source of age"
"sex","sex of the participant"
"species","species of individuals participating in the study -bonobo/chimpanzee /orangutan"
"species_subgroup","species subgroup at time of data collection – WKPRC chimpanzee group a or b/ etc"
"phase","group of session based on the test condition presented"
"trial","presentation of the experiment to the participants - usually numerical"
"condition","whether the participant could see the apparatus- clear/opaque "
"operation_time","time the participant spent at the apparatus before removing the reward "
"success","whether the participant extracted some of the reward "
"crank_touch","whether the crank apparatus was touched or not "
"crank_move_reward","whether the reward was moved "
"reward_visible","whether the reward became visible or not "
"touch_reward","whether the reward was touched or not  by the participant "
"touch_crank_to_touch_reward","time the participant spent using the apparatus between touch crank and touch the reward "
"move_reward_to_touch_reward","time the participant spent to move and touch the reward"
"reward_visible_to_touch_reward","time between the reward was visible and touched "
"start_to_reward_visible","time the reward was visible "
