study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,re_trial,period,rocking,scratching,grinning,vocalizing,pacing,wrist_shaking,changing_location,sexual_activity
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,gorgo,23.0,m,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,n’diki,27.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,ruby_b'windi,7.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,gorilla_prefeeding_observations,2005,viringika,9.0,f,gorilla,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dunja,31.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,padana,7.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,pini,16.0,f,orangutan,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,bimbo,24.0,m,orangutan,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uher2008coherence,0,orangutan_prefeeding_observations,2005,dokana,16.0,f,orangutan,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
