"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word"
"experiment","number of experiment from publication"
"year","year the data point was obtained "
"participant","name of the participant"
"sex","sex of the participant"
"species","species of individuals participating in the study -bonobo/chimpanzee/gorilla/orangutan"
"pellet_vs_apple","percentage of times where the participant chose one pellet over one apple slice after the simultaneous presentation of both"
"pellet_vs_carrot","percentage of times where the participant chose one pellet over one carrot slice after the simultaneous presentation of both"
"apple_vs_carrot","percentage of times where the participant chose one apple slice over one carrot slice after the simultaneous presentation of both"
"2pellets_vs_1pellet","percentage of times where the participant chose two pellets over one pellet after the simultaneous presentation of both"
"2apples_vs_1apple","percentage of times where the participant chose two apple slices over one apple slice after the simultaneous presentation of both"
"2carrots_vs_1carrot","percentage of times where the participant chose two carrot slices over one carrot slice after the simultaneous presentation of both"
"pellet_and_apple_vs_pellet","percentage of times where the participant chose one pellet and one apple slice over one pellet after the simultaneous presentation of both"
"pellet_and_carrot_vs_pellet","percentage of times where the participant chose one pellet and one carrot slice over one pellet after the simultaneous presentation of both"
"apple_and_carrot_vs_apple","percentage of times where the participant chose one apple slice and one carrot slice over one apple slice after the simultaneous presentation of both"
"comment","specific changes in the food types presented to the participants"
