"column_name","description"
"study_id","personal study ID composed by the first authors  first surname_year of publication_first title word "
"year ","year the data point was obtained "
"month","month the data point was obtained "
"day","day of the month the data point was obtained "
"participant","name of the participant "
"sex","sex of the participant "
"role","role of the participant – focal_participant  "
"participant_2","name of the participant_2 "
"sex_2","sex of the participant_2"
"role_2","role of the participant_2 – partner  "
"species","species of individuals participating in the study -bonobo/chimpanzee"
"dyad","name of the two participants that compose the dyad "
"session","set of trials - mostly occurring on the same day - usually numerical "
"trial","presentation of the experiment to the participants - usually numerical "
"condition","study condition favourite for proposer (favourable for proposer in the publication. Proposer can choose between 3 for each or 5 for herself and 1 for responder)  and favourite for responder (favourable for responder in the publication. Proposer can choose between 3 for each or 5 for responder and 1 for proposer)."
"experience_focal_participant","experience of the focal_participant in the task - 1 = first time participating / 2 = second time participating/ 3 = third time participating"
"experience_partner","experience of the partner in the task - 1 = first time participating/ 2 = second time participating"
"leverage", "whether the responder had access to leverage or not on a given trial "
"food_on_left_for_focal_participant","food on the left side for the focal_participant (on the focal_participant's  side of the apparatus)"
"food_on_left_for_partner","food on the left side for the partner (on the participants  side of the apparatus)"
"food_on_right_for_focal_participant","food on the right side for the focal_participant (on the focal_participant's  side of the apparatus)"
"food_on_right_for_partner","food on the right side for the partner (on the participants  side of the apparatus)"
"alternative_for_partner","number of food rewards the partner could obtain from the alternative (on the partners  side of the apparatus); blank spaces means the partner had no alternative available"
"choice_focal_participant","food rewards the focal_participant could obtain based on the focal_participant's choice"
"choice_partner","food rewards the partner could obtain based on the partners choice"
"focal_participant_eat","food rewards the focal_participant eats at the end of the trial"
"partner_eat","food rewards the partner eats at the end of the trial"
"focal_participant_max","whether the focal_participant maximized based on the options available"
"partner_max","whether the partner maximized based on the options available"
"choice_alternative","whether the partner access the alternative option"
"focal_participant_choice_side","the side the focal_participant chose -  0 = right side/ 1 = means left side"
