"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word"
"participant","name of the participant"
"age_original","age provided by author in data file"
"sex","sex of the participant"
"species","species of individuals participating in the study -chimpanzee"
"condition","condition presented to the apes: either full demonstration (stooge pours water) or bottle of water condition (experimenter pours water)"
"trial","presentation of the experiment to the participants - usually numerical "
"trial_length_seconds","total length of the trial in seconds"
"spit_y_n","whether the focal participant spits water into the tube (yes or no)"
"spit_number","how many times the focal participant spits water into the tube on a given trial "
"1st_spit_time","how long it took the focal participant to spit water for the first time on a given trial (seconds)"
"success_y_n","whether the focal participant succeeded on given trial (got the peanut inside the tube)"
"success_time","how long it took the focal participant to succeed on a given trial (seconds)"
"use_drinker_y_n","whether the focal participant used the drinker to get water on a given trial"
"1st_use_drinker_time","how long it took the focal participant to use the drinker for the first time on a given trial (seconds)"
"number_times_used_drinker","number of times the focal participant used the drinker on a given trial"
"comment","author provided notes"
