"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word "
"experiment","number of experiment from publication "
"year","year the data point was obtained "
"month","month the data point was obtained"
"day","day of the month the data point was obtained"
"participant","name of the participant "
"age_in_years","age presented in years – see metadata for source of age"
"sex","sex of the participant "
"species","species of individuals participating in the study -bonobo/chimpanzee/gorilla/orangutan "
"session","set of trials - mostly occurring on the same day - usually numerical "
"trial","presentation of the experiment to the participants - usually numerical "
"trial_type"," the experimenter presented a pair of the identical clear cups filled with different amounts of grape juice (20 ml and 50 ml) and let the participants select one of the containers - transfer– different (TD): After the first choice the experimenter transferred the contents of the clear cups into a clear dish and a clear tube. The participant was then allowed to make a second choice. / No-transfer– different (NTD) :  the two different amounts of juice were presented directly in the pair of the dish and tube from the beginning of the trials.  After the first choice the selected quantity was immediately given to the animal/ Transfer–same (TS): This condition was the same as the TD condition but with equal juice quantities (50 ml)/  No-transfer–same (NTS): This condition was the same as the NTD condition but with equal juice quantities (50 ml) /No testing trial"
"ld_or_lt_trial","ld trial: In half of the trials the larger quantity was poured into the dish and the smaller quantity into the tube/ lt trial: in the other half the combination of the quantities and the shapes of the containers was reversed."
"1st_amount_chosen","amount chosen in the 1st choice which was necessary to confirm that the apes were motivated to select the larger quantity- larger quantity - 50 ml / smaller quantity- 20 ml "
"2nd_amount_chosen","amount chosen in the 2nd choice- larger quantity - 50 ml / smaller quantity- 20 ml / no testing trial- no value for no testing and no transfer trials"
"1st_choice_container","container chosen in the 1st choice - cup/ dish/ tube"
"2nd_choice_container","container chosen in the 2nd choice - cup/ dish/ tube "
"1st_choice_side","side chosen in the 1st choice - left/right "
"2nd_choice_side","side chose in the 2nd choice - left/right "
"1st_choice_hesitation","hesitation in the 1st choice- no hesitation/ hesitation"
"2nd_choice_hesitation","hesitation in the 2nd choice - no hesitation/ hesitation "
