"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word "
"experiment","number of experiment from publication "
"year","year the data point was obtained "
"month","month the data point was obtained"
"day","day of the month the data point was obtained"
"participant","name of the participant "
"age_in_years","age presented in years – see metadata for source of age"
"sex","sex of the participant "
"species","species of individuals participating in the study -bonobo/chimpanzee/gorilla/orangutan "
"session","set of trials - mostly occurring on the same day - usually numerical "
"trial","presentation of the experiment to the participants - usually numerical "
"trial_type","two different quantities of juice were transferred or presented (no-transfer trials) from a pair of identical clear cups into a single cup and a set of 4 cups or 8 cups  from the beginning of the trials - no_testing_trial / no-transfer-4-cup / no-transfer-8-cup / 4-cup  / 8-cup"
"ls_or_lm_trial","ls_trial = in half of the trials  the larger quantity was poured into the single cup and the smaller quantity into the set of multiple cups.  / lm_trial = in the other half of the trials  the larger quantity was poured into the set of multiple cups and the smaller quantity into the single cup. "
"1st_amount_chosen","amount of juice chosen in the 1st choice which was to confirm that the apes were motivated to select the larger quantity - larger_quantity "
"2nd_amount_chosen","amount of juice chosen in the 2nd choice – no_testing_trial (no values)l / larger_quantity (28ml) / smaller_quantity (14ml) "
"1st_choice_container ","type of container chosen in the 1st choice - single cup / multiple cups "
"2nd_choice_container","type of container chosen in the 2nd choice – no_testing_trial/ single cup / multiple cups "
