study_id,year,month,day,participant,age_in_years,sex,species,group_original,sessiontotal,sessioncond,trial,condition,appleft,appright,toneleft,toneright,indicated,choice,code,train
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,8.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,9.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,10.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,11.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,12.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,13.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,14.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,15.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,16.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,17.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,18.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,19.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,2,bimbo,35.0,m,orangutan,training,1.0,1.0,20.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,1.0,test,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,2.0,test,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,3.0,test,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,4.0,test,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,5.0,test,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,6.0,test,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,7.0,test,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,8.0,test,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,9.0,test,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,10.0,test,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,11.0,test,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,padana,17.0,f,orangutan,notraining,2.0,2.0,12.0,test,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,12.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,13.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,14.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,15.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,16.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,17.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,18.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,19.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,20.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,21.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,22.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,23.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,24.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,25.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,26.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,27.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,28.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,3,pini,27.0,f,orangutan,training,1.0,1.0,29.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,1.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,2.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,3.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,4.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,5.0,training,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,6.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,7.0,training,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,8.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,9.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,10.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,11.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,12.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,13.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,14.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,15.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,16.0,training,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,17.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,3,bimbo,35.0,m,orangutan,training,1.0,1.0,18.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,1.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,2.0,training,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,3.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,4.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,5.0,training,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,6.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,7.0,training,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,8.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,9.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,10.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,11.0,training,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,12.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,13.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,padana,17.0,f,orangutan,notraining,3.0,1.0,14.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,1.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,2.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,3.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,4.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,5.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,6.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,7.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,8.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,9.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,10.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,11.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,12.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,13.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,14.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,15.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,4,bimbo,35.0,m,orangutan,training,2.0,2.0,16.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,1.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,2.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,3.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,4.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,5.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,6.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,7.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,8.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,4,pini,27.0,f,orangutan,training,2.0,2.0,9.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,1.0,test,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,2.0,test,turncrank,pushin,low,high,r,l,0.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,3.0,test,turncrank,pushin,low,high,l,l,1.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,4.0,test,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,5.0,test,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,6.0,test,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,7.0,test,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,8.0,test,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,9.0,test,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,10.0,test,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,11.0,test,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,11,11,dokana,26.0,f,orangutan,notraining,1.0,1.0,12.0,test,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,1.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,2.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,3.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,4.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,5.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,6.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,7.0,training,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,8.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,9.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,10.0,training,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,11.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,12.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,13.0,training,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,14.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,15.0,training,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,11,bimbo,35.0,m,orangutan,training,3.0,3.0,16.0,training,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,10.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,11.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,12.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,13.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,14.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,15.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,16.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,17.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,18.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,19.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,20.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,21.0,training,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,22.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,23.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,24.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,25.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,26.0,training,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,27.0,training,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,11,11,pini,27.0,f,orangutan,training,2.0,2.0,28.0,training,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,11,11,padana,17.0,f,orangutan,notraining,3.0,1.0,15.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,padana,17.0,f,orangutan,notraining,3.0,1.0,16.0,training,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,11,padana,17.0,f,orangutan,notraining,3.0,1.0,17.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,11,padana,17.0,f,orangutan,notraining,3.0,1.0,18.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,11,padana,17.0,f,orangutan,notraining,3.0,1.0,19.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,11,padana,17.0,f,orangutan,notraining,3.0,1.0,20.0,training,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,1.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,2.0,training,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,3.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,4.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,5.0,training,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,6.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,7.0,training,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,8.0,training,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,11,12,padana,17.0,f,orangutan,notraining,4.0,2.0,9.0,training,pulldown,pushin,low,high,r,r,1.0,0.0
