"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word "
"experiment","number of experiment from publication "
"experiment_name","name of data subset – can include different experiments within data set/ different training conditions/ pre-test data/ etc "
"year","year the data point was obtained  "
"month","month the data point was obtained "
"day","day of the month the data point was obtained "
"participant","name of the participant "
"age_in_years","age presented in years – see metadata for source of age"
"sex","sex of the participant "
"species","species of individuals participating in the study -bonobo/chimpanzee/gorilla/orangutan "
"session","set of trials - mostly occurring on the same day - usually numerical "
"trial","presentation of the experiment to the participants - usually numerical "
"condition","video set-up shown to the participants – yawning/nose wiping/scratching"
"yawn_pre","number of yawning events - pre-video "
"yawn_video","number of yawning events – video "
"yawn_post","number of yawning events – post-video "
"nosewipe_pre","number of nose wiping events – pre-video"
"nosewipe_video","number of nose wiping events – video"
"nosewipe_post","number of nose wiping events – post-video"
"scratch_pre","number of scratching events – pre-video"
"scratch_video","number of scratching events – video"
"scratch_post","number of scratching events – post-video"
