"column_name","description"
"study_id","personal study ID composed by the first authors’ first surname_year of publication_first title word "
"year","year the data point was obtained  "
"month","month the data point was obtained "
"day","day of the month the data point was obtained "
"experiment","number of experiment from publication "
"participant","name of the participant "
"age_in_years","age presented in years – see metadata for source of age "
"sex","sex of the participant "
"species","species of individuals participating in the study -bonobo/chimpanzee/orangutan "
"trial","presentation of the experiment to the ape participants - usually numerical "
"trial_type","two different quantities of liquid (juice: 20 ml and 50 ml) or discrete (cereals/raisins: 2 and 5 pieces) were transferred from a pair of identical clear cups into a pair of opaque cups (same) or an opaque cup and an opaque tube (different)"
"lc_or_lt_trial","large cup (lc) trial- larger quantity was transferred into the cup while the smaller was transferred into the tube / large tube (lt) trial- combination of the quantities and the shapes of the containers was reversed"
"1st_amount_chosen","amount chosen in the 1st choice - smaller (20 ml or 2 pieces)/ larger (50 ml or 5 pieces)"
"2nd_amount_chosen","amount chosen in the 2nd choice - smaller (20 ml or 2 pieces)/larger (50 ml or 5 pieces)"
"2nd_choice_container","container chosen in the 2nd choice - cup/tube "
